IlmnID,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build
cg23524436,12,2161437,-,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23524510,12,117461528,-,FBXW8;FBXW8,GRCh37
cg23526298,12,5620971,-,,GRCh37
cg23526586,12,105917092,+,,GRCh37
cg23526712,12,57924237,-,DCTN2,GRCh37
cg23527067,12,11082462,+,PRH2;PRH2;PRR4;PRH1,GRCh37
cg23529699,12,83079969,-,TMTC2,GRCh37
cg23530906,12,114708303,-,,GRCh37
cg23530981,12,51592059,-,POU6F1;POU6F1,GRCh37
cg23533419,12,54090519,-,,GRCh37
cg23533926,12,111358616,+,MYL2,GRCh37
cg23535137,12,94178452,+,CRADD,GRCh37
cg23535526,12,58146164,-,CDK4,GRCh37
cg23536300,12,80328522,-,PPP1R12A;PPP1R12A,GRCh37
cg23536555,12,102059884,+,MYBPC1;MYBPC1;MYBPC1;MYBPC1,GRCh37
cg23537193,12,39300744,+,CPNE8,GRCh37
cg23537560,12,44216812,+,,GRCh37
cg23537659,12,127545067,+,,GRCh37
cg23538195,12,3603811,+,PRMT8,GRCh37
cg23539261,12,48228889,-,,GRCh37
cg23539745,12,106142108,+,,GRCh37
cg23541617,12,102225335,-,GNPTAB,GRCh37
cg23541923,12,70382434,-,,GRCh37
cg23542328,12,107939449,+,BTBD11,GRCh37
cg23542449,12,22602447,-,KIAA0528,GRCh37
cg23543785,12,13104022,+,GPRC5D,GRCh37
cg23545458,12,133239966,+,POLE,GRCh37
cg23546356,12,8974786,+,A2ML1,GRCh37
cg23546512,12,125160999,+,,GRCh37
cg23547157,12,133199323,+,,GRCh37
cg23547286,12,109489978,+,USP30,GRCh37
cg23547411,12,84990914,+,,GRCh37
cg23548151,12,130823838,+,PIWIL1,GRCh37
cg23548627,12,115138618,+,,GRCh37
cg23548928,12,14720249,-,PLBD1,GRCh37
cg23549160,12,63545956,-,AVPR1A;AVPR1A,GRCh37
cg23549179,12,113228545,+,RPH3A;RPH3A,GRCh37
cg23550060,12,57484316,+,NAB2,GRCh37
cg23550704,12,80427292,+,,GRCh37
cg23550757,12,120755296,+,,GRCh37
cg23551753,12,67462881,-,,GRCh37
cg23551859,12,51632676,+,DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2,GRCh37
cg23551979,12,6165683,+,VWF,GRCh37
cg23553238,12,122121012,-,,GRCh37
cg23554497,12,103359836,-,,GRCh37
cg23555120,12,106533863,-,NUAK1,GRCh37
cg23555471,12,113534591,+,DTX1,GRCh37
cg23556205,12,124799223,+,FAM101A,GRCh37
cg23556238,12,125298876,-,SCARB1;SCARB1,GRCh37
cg23559165,12,8598739,+,,GRCh37
cg23559434,12,125410069,-,,GRCh37
cg23585450,12,130572734,-,,GRCh37
cg23586629,12,80411940,+,,GRCh37
cg23586992,12,90082880,-,,GRCh37
cg23587005,12,9600941,-,DDX12,GRCh37
cg23587980,12,52695568,+,KRT86,GRCh37
cg23588049,12,75784862,-,GLIPR1L2,GRCh37
cg23588509,12,49961921,+,MCRS1,GRCh37
cg23588553,12,57623699,-,SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2,GRCh37
cg23588713,12,56523270,-,ESYT1,GRCh37
cg23589510,12,6961068,+,USP5;USP5;CDCA3,GRCh37
cg23590660,12,8205602,-,FOXJ2,GRCh37
cg23591302,12,42876090,+,PRICKLE1;PRICKLE1;PRICKLE1;PRICKLE1,GRCh37
cg23591463,12,114851495,-,,GRCh37
cg23591536,12,6299538,-,,GRCh37
cg23591609,12,70092840,-,BEST3,GRCh37
cg23591611,12,133177827,-,,GRCh37
cg23592392,12,130434412,+,,GRCh37
cg23594427,12,56367798,-,RAB5B,GRCh37
cg23596620,12,113229465,+,RPH3A;RPH3A,GRCh37
cg23597907,12,50098456,-,FMNL3;FMNL3,GRCh37
cg23598010,12,88601809,+,,GRCh37
cg23598542,12,104565825,+,,GRCh37
cg23598562,12,53773812,+,SP1;SP1,GRCh37
cg23599850,12,109743596,+,FOXN4,GRCh37
cg23600372,12,56036796,-,,GRCh37
cg23601066,12,59989535,-,,GRCh37
cg23601127,12,110011337,+,MMAB;MMAB;MVK;MVK,GRCh37
cg23601664,12,75780994,-,,GRCh37
cg23601783,12,10826694,-,STYK1;STYK1,GRCh37
cg23611643,12,125020047,+,NCOR2;NCOR2,GRCh37
cg23611710,12,132152645,+,,GRCh37
cg23613023,12,115353932,-,,GRCh37
cg23614791,12,81471754,+,ACSS3,GRCh37
cg23614835,12,91363837,-,EPYC,GRCh37
cg23616620,12,7013820,+,LRRC23;LRRC23;LRRC23,GRCh37
cg23617848,12,131452297,-,GPR133,GRCh37
cg23618218,12,51474138,+,CSRNP2,GRCh37
cg23618344,12,54423428,-,HOXC4;HOXC6;HOXC5;HOXC6,GRCh37
cg23640701,12,52301634,+,ACVRL1,GRCh37
cg23645091,12,52914409,-,KRT5,GRCh37
cg23652770,12,75724022,+,CAPS2,GRCh37
cg23653008,12,133464419,+,CHFR;CHFR;CHFR;CHFR;CHFR,GRCh37
cg23653492,12,130590137,+,,GRCh37
cg23654431,12,48298967,-,VDR;VDR,GRCh37
cg23655651,12,20365720,+,,GRCh37
cg23656224,12,110205818,+,MGC14436;MGC14436;C12orf34,GRCh37
cg23656485,12,111054181,+,TCTN1;TCTN1;TCTN1,GRCh37
cg23656890,12,25071685,-,DAD1L;BCAT1,GRCh37
cg23658045,12,57940978,-,DCTN2,GRCh37
cg23658354,12,15698695,-,PTPRO;PTPRO;PTPRO;PTPRO;PTPRO;PTPRO,GRCh37
cg23658477,12,22094371,-,,GRCh37
cg23659957,12,12629242,-,DUSP16,GRCh37
cg23661013,12,121415506,-,HNF1A,GRCh37
cg23662448,12,109797184,+,,GRCh37
cg23662671,12,133244145,+,POLE,GRCh37
cg23667127,12,1739917,-,WNT5B;WNT5B,GRCh37
cg23667555,12,25403962,-,KRAS;KRAS,GRCh37
cg23667563,12,131258209,+,,GRCh37
cg23668907,12,38447636,+,,GRCh37
cg23672480,12,99038497,+,APAF1;IKBIP;IKBIP;IKBIP;APAF1;APAF1;IKBIP;APAF1;IKBIP;APAF1;IKBIP,GRCh37
cg23673344,12,53162748,+,KRT76,GRCh37
cg23675485,12,351262,-,SLC6A13,GRCh37
cg23675809,12,42678439,+,,GRCh37
cg23677778,12,46950853,+,,GRCh37
cg23679376,12,131715734,-,,GRCh37
cg23679432,12,32836024,-,DNM1L;DNM1L;DNM1L,GRCh37
cg23679478,12,110841619,+,ANAPC7;ANAPC7,GRCh37
cg23679992,12,6421513,+,PLEKHG6;PLEKHG6;PLEKHG6,GRCh37
cg23680282,12,85430336,-,LRRIQ1;TSPAN19;LRRIQ1,GRCh37
cg23680411,12,40427762,-,SLC2A13,GRCh37
cg23681339,12,133065808,-,FBRSL1,GRCh37
cg23681581,12,119417806,-,,GRCh37
cg23682322,12,54963149,-,PDE1B;PDE1B,GRCh37
cg23682634,12,16148947,+,DERA,GRCh37
cg23683146,12,47057850,+,,GRCh37
cg23684878,12,65218260,-,,GRCh37
cg23685155,12,54396440,+,HOXC9,GRCh37
cg23686123,12,128378462,+,,GRCh37
cg23687603,12,113957749,-,,GRCh37
cg23688411,12,120907854,-,SFRS9;DYNLL1;DYNLL1,GRCh37
cg23689080,12,56159704,-,SARNP;SARNP;SARNP,GRCh37
cg23692087,12,49318557,+,FKBP11;FKBP11;FKBP11;FKBP11,GRCh37
cg23693797,12,132685342,-,GALNT9;GALNT9,GRCh37
cg23694248,12,71314315,-,PTPRR;PTPRR,GRCh37
cg23695990,12,95967811,-,,GRCh37
cg23696180,12,51664256,+,SMAGP;SMAGP,GRCh37
cg23696212,12,54020901,+,ATF7;ATF7,GRCh37
cg23696620,12,96973562,-,,GRCh37
cg23696712,12,53228141,-,KRT79,GRCh37
cg23697486,12,111473485,-,CUX2,GRCh37
cg23697546,12,54424085,+,HOXC4;HOXC5;HOXC6;HOXC6,GRCh37
cg23699046,12,133533095,-,ZNF605;ZNF605,GRCh37
cg23699274,12,40618284,-,LRRK2,GRCh37
cg23699916,12,49319263,-,FKBP11;FKBP11;FKBP11;FKBP11;FKBP11,GRCh37
cg23699926,12,108170183,-,ASCL4;ASCL4,GRCh37
cg23699947,12,27167077,+,TM7SF3,GRCh37
cg23701643,12,82153290,+,PPFIA2,GRCh37
cg23702046,12,3371110,-,TSPAN9;TSPAN9,GRCh37
cg23702657,12,49525491,-,TUBA1B,GRCh37
cg23702688,12,58013241,-,SLC26A10,GRCh37
cg23703079,12,113016393,-,,GRCh37
cg23704023,12,122461358,+,BCL7A;BCL7A,GRCh37
cg23704689,12,110906840,-,GPN3;GPN3;C12orf24;GPN3,GRCh37
cg23704770,12,16758943,+,LMO3;LMO3,GRCh37
cg23704874,12,11701293,+,,GRCh37
cg23705060,12,132443404,-,EP400,GRCh37
cg23705119,12,6798806,-,ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384,GRCh37
cg23727087,12,133300001,-,,GRCh37
cg23727813,12,6803244,+,C12orf53,GRCh37
cg23729277,12,6658945,-,IFFO1;IFFO1;IFFO1,GRCh37
cg23729279,12,132909566,+,,GRCh37
cg23731687,12,57522122,+,LRP1,GRCh37
cg23731805,12,56479243,-,ERBB3;ERBB3,GRCh37
cg23733052,12,130336270,+,TMEM132D,GRCh37
cg23733795,12,30896811,-,CAPRIN2;CAPRIN2;CAPRIN2,GRCh37
cg23736843,12,113541915,-,RASAL1,GRCh37
cg23737737,12,6665370,-,IFFO1;IFFO1,GRCh37
cg23737927,12,5149153,+,,GRCh37
cg23738734,12,6809792,-,C12orf53;C12orf53,GRCh37
cg23738760,12,11918643,-,ETV6,GRCh37
cg23739862,12,3600666,-,PRMT8;PRMT8,GRCh37
cg23740310,12,12878752,-,APOLD1,GRCh37
cg23741982,12,68726228,-,MDM1;MDM1,GRCh37
cg23742314,12,5282086,-,,GRCh37
cg23742930,12,131402689,+,,GRCh37
cg23745444,12,130624293,+,,GRCh37
cg23747342,12,25539794,+,,GRCh37
cg23748035,12,118574268,-,PEBP1,GRCh37
cg23748098,12,122659156,+,LRRC43;IL31,GRCh37
cg23748340,12,48592721,-,,GRCh37
cg23749536,12,123775040,-,SBNO1;SBNO1,GRCh37
cg23750445,12,54347938,-,HOXC12,GRCh37
cg23751171,12,92618924,+,,GRCh37
cg23752086,12,20522177,+,PDE3A,GRCh37
cg23752651,12,6442966,+,TNFRSF1A,GRCh37
cg23752828,12,57941309,+,DCTN2,GRCh37
cg23754320,12,115135138,-,,GRCh37
cg23755033,12,88745711,-,,GRCh37
cg23755720,12,133073631,-,FBRSL1,GRCh37
cg23755933,12,133349383,+,GOLGA3,GRCh37
cg23756894,12,56102222,+,ITGA7;ITGA7;ITGA7,GRCh37
cg23757341,12,1725036,-,WNT5B,GRCh37
cg23758309,12,97273300,+,,GRCh37
cg23759554,12,56631703,-,ANKRD52,GRCh37
cg23760784,12,74686367,+,,GRCh37
cg23762105,12,34175262,+,ALG10;ALG10,GRCh37
cg23763427,12,57878408,-,,GRCh37
cg23764766,12,1459744,-,ERC1;ERC1;ERC1;ERC1;ERC1,GRCh37
cg23765332,12,54767825,-,ZNF385A;ZNF385A;ZNF385A,GRCh37
cg23766360,12,6193688,-,VWF,GRCh37
cg23767318,12,62584454,+,FAM19A2,GRCh37
cg23767977,12,52947465,+,KRT71,GRCh37
cg23768940,12,108585952,+,WSCD2,GRCh37
cg23770008,12,34453757,-,,GRCh37
cg23771088,12,121975533,-,KDM2B;KDM2B,GRCh37
cg23771185,12,48919385,+,OR8S1,GRCh37
cg23772352,12,126343783,+,,GRCh37
cg23773239,12,131277704,-,STX2;STX2,GRCh37
cg23773532,12,13103216,+,GPRC5D,GRCh37
cg23777173,12,132698353,+,GALNT9,GRCh37
cg23781122,12,91605181,+,,GRCh37
cg23782909,12,101945864,-,,GRCh37
cg23784046,12,51346947,-,HIGD1C,GRCh37
cg23784313,12,15942613,+,EPS8,GRCh37
cg23785280,12,27971832,+,,GRCh37
cg23785790,12,107713049,-,BTBD11,GRCh37
cg23787031,12,121450381,-,C12orf43,GRCh37
cg23787163,12,53688931,-,PFDN5;PFDN5,GRCh37
cg23787937,12,29303160,-,,GRCh37
cg23788418,12,65904983,+,,GRCh37
cg23791308,12,32414514,+,BICD1;BICD1,GRCh37
cg23791524,12,5603595,-,NTF3;NTF3,GRCh37
cg23791592,12,120806383,-,MSI1,GRCh37
cg23792314,12,25056243,+,BCAT1,GRCh37
cg23793263,12,132434133,+,EP400,GRCh37
cg23793640,12,115201259,-,,GRCh37
cg23793961,12,7900651,+,CLEC4C;CLEC4C,GRCh37
cg23794135,12,81190974,+,,GRCh37
cg23794848,12,3563020,+,,GRCh37
cg23795048,12,9217529,-,LOC144571,GRCh37
cg23795217,12,54812000,+,ITGA5,GRCh37
cg23795460,12,49246064,-,DDX23,GRCh37
cg23795633,12,131417943,-,,GRCh37
cg23796179,12,52509983,-,,GRCh37
cg23796818,12,56325715,-,DGKA;DGKA;DGKA;DGKA,GRCh37
cg23796926,12,130927331,+,RIMBP2,GRCh37
cg23797052,12,51981613,+,,GRCh37
cg23797424,12,9446851,-,LOC642846,GRCh37
cg23797621,12,1656115,-,,GRCh37
cg23798332,12,74932007,+,LOC552889,GRCh37
cg23798630,12,49716647,-,TROAP;TROAP,GRCh37
cg23800437,12,79968686,+,,GRCh37
cg23801057,12,121569969,+,P2RX7,GRCh37
cg23801172,12,129416862,+,GLT1D1,GRCh37
cg23804842,12,8325216,+,ZNF705A;ZNF705A,GRCh37
cg23804888,12,58708516,-,,GRCh37
cg23805623,12,130316046,-,TMEM132D,GRCh37
cg23807196,12,122326605,+,PSMD9,GRCh37
cg23807570,12,110787107,+,ATP2A2;ATP2A2;ATP2A2,GRCh37
cg23808521,12,120639051,-,RPLP0;RPLP0,GRCh37
cg23811464,12,24716204,-,SOX5,GRCh37
cg23813179,12,52576336,+,KRT80;KRT80,GRCh37
cg23814154,12,51611356,-,POU6F1,GRCh37
cg23815787,12,93817346,-,UBE2N,GRCh37
cg23815828,12,46885567,-,,GRCh37
cg23815853,12,48147034,+,RAPGEF3;RAPGEF3;RAPGEF3,GRCh37
cg23816140,12,109035219,+,,GRCh37
cg23817169,12,113950659,-,,GRCh37
cg23818062,12,122904200,-,CLIP1;CLIP1,GRCh37
cg23818228,12,112036188,+,ATXN2,GRCh37
cg23818595,12,64270053,-,SRGAP1,GRCh37
cg23820661,12,88429543,-,C12orf29,GRCh37
cg23820885,12,114840942,-,TBX5;TBX5;TBX5;TBX5,GRCh37
cg23821003,12,131494244,+,GPR133,GRCh37
cg23822052,12,42877561,+,PRICKLE1;PRICKLE1;PRICKLE1;PRICKLE1;PRICKLE1;PRICKLE1,GRCh37
cg23822445,12,107699855,-,,GRCh37
cg23822643,12,123341665,-,HIP1R,GRCh37
cg23824801,12,54653403,+,CBX5;CBX5;CBX5,GRCh37
cg23825057,12,124014409,-,RILPL1,GRCh37
cg23826435,12,105613925,-,APPL2,GRCh37
cg23826980,12,562848,+,,GRCh37
cg23827572,12,114846313,-,TBX5;TBX5,GRCh37
cg23828422,12,76308784,-,,GRCh37
cg23828686,12,133177546,+,,GRCh37
cg23828720,12,54393670,-,HOXC9,GRCh37
cg23828765,12,78340971,+,NAV3,GRCh37
cg23828814,12,131747277,+,,GRCh37
cg23829318,12,47471979,+,AMIGO2;AMIGO2,GRCh37
cg23829395,12,46796953,-,,GRCh37
cg23829447,12,121078214,+,CABP1,GRCh37
cg23830810,12,120967582,+,COQ5,GRCh37
cg23832862,12,110562130,+,IFT81;IFT81;IFT81,GRCh37
cg23833208,12,49962100,-,MCRS1,GRCh37
cg23834494,12,70723256,+,CNOT2,GRCh37
cg23835453,12,53646929,-,MFSD5;MFSD5,GRCh37
cg23836365,12,4829464,+,GALNT8,GRCh37
cg23836570,12,133078117,-,FBRSL1,GRCh37
cg23836612,12,132416842,-,PUS1;PUS1;PUS1,GRCh37
cg23839002,12,44775162,+,TMEM117,GRCh37
cg23839938,12,133613904,-,ZNF84;ZNF84;ZNF84,GRCh37
cg23840338,12,102078642,+,MYBPC1;MYBPC1;MYBPC1;MYBPC1,GRCh37
cg23840562,12,100536431,-,UHRF1BP1L;UHRF1BP1L;UHRF1BP1L;UHRF1BP1L,GRCh37
cg23841186,12,53492662,-,IGFBP6,GRCh37
cg23842006,12,56543826,-,,GRCh37
cg23842870,12,25204649,+,LRMP,GRCh37
cg23844154,12,132624674,+,DDX51,GRCh37
cg23845250,12,132944590,+,,GRCh37
cg23845770,12,132194922,+,SFRS8,GRCh37
cg23848433,12,111284678,+,CCDC63,GRCh37
cg23849201,12,3833996,-,EFCAB4B;EFCAB4B;EFCAB4B,GRCh37
cg23849842,12,9600886,+,DDX12,GRCh37
cg23850361,12,24737423,+,C12orf67,GRCh37
cg23850637,12,132937910,-,,GRCh37
cg23851412,12,110437232,-,ANKRD13A,GRCh37
cg23852354,12,47630075,-,FAM113B,GRCh37
cg23854567,12,120694893,-,PXN;PXN,GRCh37
cg23855505,12,104852439,+,CHST11,GRCh37
cg23855818,12,105323396,+,SLC41A2,GRCh37
cg23855989,12,50355821,+,AQP5,GRCh37
cg23856280,12,91348077,-,C12orf12,GRCh37
cg23857896,12,58290957,+,,GRCh37
cg23858591,12,132497671,-,EP400,GRCh37
cg23858650,12,130502255,-,,GRCh37
cg23858731,12,76117668,+,,GRCh37
cg23859591,12,80329242,-,PPP1R12A;PPP1R12A,GRCh37
cg23860263,12,121838557,+,RNF34;RNF34,GRCh37
cg23860436,12,58378763,+,,GRCh37
cg23861101,12,102707379,+,,GRCh37
cg23861120,12,67835705,+,,GRCh37
cg23863100,12,108912661,+,FICD,GRCh37
cg23863896,12,117258827,+,RNFT2;RNFT2,GRCh37
cg23877008,12,109896967,+,KCTD10,GRCh37
cg23877021,12,130953814,+,RIMBP2,GRCh37
cg23877043,12,6818384,+,,GRCh37
cg23877401,12,122017247,-,KDM2B;KDM2B,GRCh37
cg23877831,12,6603428,-,NCAPD2;MRPL51,GRCh37
cg23878205,12,122658722,-,LRRC43;IL31;IL31,GRCh37
cg23878241,12,111019734,-,PPTC7,GRCh37
cg23878260,12,124827315,-,NCOR2;NCOR2,GRCh37
cg23879263,12,121978205,+,KDM2B;KDM2B,GRCh37
cg23880533,12,124896079,+,NCOR2;NCOR2,GRCh37
cg23881566,12,119457146,-,SRRM4,GRCh37
cg23881971,12,133706422,+,ZNF10,GRCh37
cg23882234,12,51611224,+,POU6F1,GRCh37
cg23884120,12,121198406,+,,GRCh37
cg23885131,12,56600379,+,RNF41;RNF41;RNF41,GRCh37
cg23887043,12,64173542,-,TMEM5,GRCh37
cg23887609,12,130822674,-,PIWIL1;PIWIL1,GRCh37
cg23887819,12,104348376,+,C12orf73,GRCh37
cg23888021,12,132908418,-,,GRCh37
cg23888047,12,8274843,+,CLEC4A;CLEC4A;CLEC4A;CLEC4A,GRCh37
cg23890800,12,133066061,-,FBRSL1,GRCh37
cg23891273,12,102036400,+,MYBPC1;MYBPC1;MYBPC1;MYBPC1,GRCh37
cg23891360,12,130388234,-,TMEM132D,GRCh37
cg23891487,12,93969700,-,SOCS2,GRCh37
cg23892568,12,10283049,-,CLEC7A;CLEC7A;CLEC7A;CLEC7A;CLEC7A;CLEC7A,GRCh37
cg23893906,12,6798535,+,ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384;ZNF384,GRCh37
cg23894205,12,14967370,+,C12orf69;C12orf60,GRCh37
cg23895963,12,117471115,+,,GRCh37
cg23896972,12,122079102,+,ORAI1,GRCh37
cg23897083,12,34755568,-,,GRCh37
cg23899057,12,106316810,+,,GRCh37
cg23900203,12,127765331,-,,GRCh37
cg23900605,12,28464201,+,CCDC91,GRCh37
cg23900696,12,13325724,+,,GRCh37
cg23903129,12,131617086,-,GPR133,GRCh37
cg23903357,12,101801601,+,ARL1,GRCh37
cg23903483,12,54120889,+,CALCOCO1;CALCOCO1;CALCOCO1,GRCh37
cg23905110,12,132568688,-,EP400NL,GRCh37
cg23905556,12,92976846,+,,GRCh37
cg23906641,12,53496020,-,SOAT2;IGFBP6,GRCh37
cg23907053,12,70215816,+,RAB3IP;RAB3IP;RAB3IP;RAB3IP;RAB3IP,GRCh37
cg23907586,12,121163367,-,ACADS,GRCh37
cg23907926,12,131303621,-,STX2;STX2,GRCh37
cg23909029,12,51985263,-,SCN8A,GRCh37
cg23910340,12,58287143,-,,GRCh37
cg23910430,12,133353847,+,GOLGA3,GRCh37
cg23911229,12,66965991,-,GRIP1,GRCh37
cg23911972,12,52464081,+,C12orf44;C12orf44,GRCh37
cg23912509,12,97957406,+,MIR135A2,GRCh37
cg23912763,12,108079872,-,PWP1,GRCh37
cg23912823,12,57481903,+,NAB2,GRCh37
cg23912828,12,510550,-,CCDC77;CCDC77;CCDC77;CCDC77,GRCh37
cg23914255,12,125570010,+,AACS,GRCh37
cg23914694,12,132832250,+,GALNT9,GRCh37
cg23914904,12,115079494,+,,GRCh37
cg23916979,12,132657517,-,,GRCh37
cg23917477,12,130334779,+,TMEM132D,GRCh37
cg23917744,12,120317798,-,,GRCh37
cg23918130,12,131615268,-,GPR133,GRCh37
cg23918953,12,68915528,+,,GRCh37
cg23919118,12,106976006,+,RFX4,GRCh37
cg23920917,12,69633052,+,CPSF6,GRCh37
cg23921487,12,123950649,+,SNRNP35;SNRNP35;SNRNP35,GRCh37
cg23921699,12,49212561,-,CACNB3;CACNB3,GRCh37
cg23921871,12,109577383,+,ACACB,GRCh37
cg23922454,12,113910545,-,LHX5,GRCh37
cg23922739,12,54338743,-,HOXC13,GRCh37
cg23922804,12,52436085,+,,GRCh37
cg23923672,12,105501055,-,KIAA1033,GRCh37
cg23924647,12,122227872,+,RHOF,GRCh37
cg23925154,12,127414940,+,,GRCh37
cg23925173,12,113537607,+,RASAL1,GRCh37
cg23925540,12,50962271,+,DIP2B,GRCh37
cg23925994,12,94145366,-,CRADD,GRCh37
cg23926526,12,68726610,-,MDM1;MDM1,GRCh37
cg23926670,12,28121938,-,PTHLH;PTHLH;PTHLH;PTHLH,GRCh37
cg23926820,12,81694451,+,PPFIA2,GRCh37
cg23928292,12,21815474,+,,GRCh37
cg23930313,12,25056083,+,BCAT1,GRCh37
cg23930328,12,10151707,+,CLEC1B;CLEC1B;CLEC1B;CLEC1B,GRCh37
cg23932658,12,57637574,-,STAC3,GRCh37
cg23934163,12,131204046,-,,GRCh37
cg23935361,12,117180235,+,RNFT2;RNFT2,GRCh37
cg23935522,12,77162317,+,ZDHHC17,GRCh37
cg23937228,12,22697314,-,KIAA0528;KIAA0528,GRCh37
cg23937381,12,131588695,+,GPR133,GRCh37
cg23937608,12,49317231,+,FKBP11;FKBP11;FKBP11,GRCh37
cg23938975,12,34446650,-,,GRCh37
cg23939844,12,1930326,-,LRTM2;LRTM2;CACNA2D4;LRTM2,GRCh37
cg23940169,12,51157638,-,ATF1,GRCh37
cg23940356,12,125023732,+,,GRCh37
cg23942984,12,14103087,+,GRIN2B,GRCh37
cg23943801,12,72149029,+,RAB21,GRCh37
cg23945789,12,111180856,+,PPP1CC,GRCh37
cg23947919,12,132406608,+,ULK1,GRCh37
cg23948240,12,103358701,-,,GRCh37
cg23949524,12,96588205,+,ELK3,GRCh37
cg23949612,12,70636659,-,CNOT2,GRCh37
cg23950454,12,31254007,+,DDX11;DDX11;DDX11,GRCh37
cg23950724,12,33593177,-,SYT10,GRCh37
cg23951789,12,48357327,-,TMEM106C;TMEM106C;TMEM106C;TMEM106C,GRCh37
cg23951927,12,108955283,+,ISCU;ISCU;SART3,GRCh37
cg23953233,12,53574539,-,ZNF740;CSAD;ZNF740,GRCh37
cg23953290,12,111048024,+,,GRCh37
cg23954819,12,125478098,-,BRI3BP,GRCh37
cg23969380,12,131708174,+,,GRCh37
cg23970338,12,58176483,-,TSFM,GRCh37
cg23970703,12,123319216,+,HIP1R,GRCh37
cg23971362,12,122666672,-,LRRC43;LRRC43,GRCh37
cg23971638,12,741507,-,NINJ2,GRCh37
cg23972735,12,121890311,-,KDM2B;KDM2B,GRCh37
cg23974249,12,120936243,-,DYNLL1;DYNLL1;DYNLL1,GRCh37
cg23974819,12,7055829,-,PTPN6;PTPN6,GRCh37
cg23975144,12,120875872,-,COX6A1,GRCh37
cg23975840,12,117042895,-,,GRCh37
cg23976632,12,120875743,+,COX6A1,GRCh37
cg23979954,12,25801601,-,IFLTD1,GRCh37
cg23980176,12,127384772,-,,GRCh37
cg23981320,12,124780274,-,FAM101A,GRCh37
cg23982574,12,132174431,+,,GRCh37
cg23982812,12,14004950,-,GRIN2B,GRCh37
cg23982858,12,95941869,-,USP44;USP44,GRCh37
cg23983517,12,6756751,-,ACRBP,GRCh37
cg23992583,12,62108676,+,FAM19A2,GRCh37
cg23998391,12,57848560,-,INHBE,GRCh37
cg23999880,12,12798334,-,,GRCh37
cg23999973,12,118814623,-,SUDS3,GRCh37
cg24000316,12,133434485,+,CHFR;CHFR;CHFR;CHFR;CHFR,GRCh37
cg24003632,12,66563416,+,TMBIM4,GRCh37
cg24004138,12,43497639,+,,GRCh37
cg24004345,12,96220001,-,,GRCh37
cg24005131,12,106697297,-,TCP11L2,GRCh37
cg24007169,12,130938161,+,RIMBP2,GRCh37
cg24007886,12,56622933,+,OBFC2B;SLC39A5,GRCh37
cg24007917,12,77272927,+,CSRP2,GRCh37
cg24008358,12,130386672,-,TMEM132D,GRCh37
cg24008901,12,13715497,-,GRIN2B,GRCh37
cg24009650,12,48722169,-,H1FNT,GRCh37
cg24009736,12,58026342,+,B4GALNT1,GRCh37
cg24010859,12,110868153,+,,GRCh37
cg24011341,12,24577904,+,SOX5,GRCh37
cg24011408,12,48396354,+,COL2A1;COL2A1,GRCh37
cg24012034,12,22778485,+,ETNK1;ETNK1,GRCh37
cg24016617,12,49966194,-,,GRCh37
cg24018760,12,4381720,+,CCND2,GRCh37
cg24018814,12,133348116,+,GOLGA3,GRCh37
cg24020814,12,54943484,+,PDE1B;PDE1B,GRCh37
cg24022559,12,12878887,+,APOLD1;APOLD1,GRCh37
cg24024528,12,59478783,+,,GRCh37
cg24026388,12,48099519,-,RPAP3;RPAP3;RPAP3,GRCh37
cg24027996,12,111834727,+,,GRCh37
cg24028495,12,49322213,+,,GRCh37
cg24028828,12,56694932,+,CS,GRCh37
cg24030086,12,123868728,-,SETD8;SETD8,GRCh37
cg24030620,12,133384887,+,GOLGA3,GRCh37
cg24031042,12,64937843,+,,GRCh37
cg24032056,12,75961704,+,,GRCh37
cg24032304,12,112860691,+,PTPN11,GRCh37
cg24032890,12,102139493,-,GNPTAB,GRCh37
cg24033224,12,131438016,+,GPR133,GRCh37
cg24033471,12,2735579,+,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg24034106,12,99039011,-,APAF1;APAF1;IKBIP;APAF1;IKBIP;APAF1;IKBIP;APAF1,GRCh37
cg24034369,12,7342865,-,PEX5;PEX5;PEX5;PEX5;PEX5,GRCh37
